project_id,project_name,description,state,district,latitude,longitude,category,sanctioned_amount,actual_expenditure,start_date,completion_date,contractor,reported_progress,image_path
MPL-00896,Construction of school boundary wall in Ramganj,Construction of school boundary wall in Ramganj,Uttar Pradesh,Varanasi,25.204631,82.97041,School Infrastructure,1089162.45,1002520.78,2019-01-03,2019-06-02,Rapid Nation Builders,85.7,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00030,Construction of link road connecting Vijaynagar,Construction of link road connecting Vijaynagar,West Bengal,Kolkata,22.68784,88.335813,Road Construction,2685455.32,2365646.24,2021-08-27,2022-02-19,Sundar Construction Co.,99.6,/static/demo_images/road_construction_placeholder.jpg
MPL-00807,Drainage system construction in Nehrunagar,Drainage system construction in Nehrunagar,Karnataka,Hubli,15.31474,75.214642,Sanitation,877767.96,789272.82,2024-12-26,2025-03-20,Shree Balaji Infra Pvt Ltd,92.4,/static/demo_images/sanitation_placeholder.jpg
MPL-00734,Installation of high-mast lighting in Sundarpur,Installation of high-mast lighting in Sundarpur,Uttar Pradesh,Kanpur,26.397558,80.315192,Electrification,724057.81,673397.68,2019-11-30,2023-09-17,Skyline Construction Co.,91.4,/static/demo_images/electrification_placeholder.jpg
MPL-00107,Construction of community sanitation block in Gopalpur,Construction of community sanitation block in Gopalpur,Tamil Nadu,Salem,11.616569,78.107016,Sanitation,925117.18,930082.4,2019-08-04,2019-11-06,Bharat Engineering Works,87.4,/static/demo_images/sanitation_placeholder.jpg
MPL-00714,Construction of concrete road from Chandpur to main highway,Construction of concrete road from Chandpur to main highway,Bihar,Patna,25.62666,85.163111,Road Construction,2161217.08,2113926.17,2021-08-10,2024-09-21,Highway Construction Co.,93.8,/static/demo_images/road_construction_placeholder.jpg
MPL-00178,Construction of link road connecting Sundarpur,Construction of link road connecting Sundarpur,Kerala,Thiruvananthapuram,8.644966,76.847247,Road Construction,2500652.35,2207844.54,2024-11-01,2025-04-22,Cityscape Construction Co.,86.7,/static/demo_images/road_construction_placeholder.jpg
MPL-00503,Construction of Primary Health Sub-Centre in Bhagwanpur,Construction of Primary Health Sub-Centre in Bhagwanpur,West Bengal,Asansol,23.53101,86.829982,Healthcare Facility,3846263.67,3774419.71,2020-05-13,2021-02-22,United Engineering Works,86.3,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00466,Construction of village playground in Chandpur,Construction of village playground in Chandpur,Bihar,Bhagalpur,25.126651,86.934185,Sports Infrastructure,1095654.26,1055974.38,2019-04-30,2019-08-14,Sundar Infra Ltd.,87.9,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00840,Check dam construction for irrigation in Ganeshpur,Check dam construction for irrigation in Ganeshpur,Karnataka,Hubli,15.47399,75.008082,Irrigation,2982954.64,2777958.03,2024-11-02,2025-04-07,Shree Balaji Infra Pvt Ltd,95.8,/static/demo_images/irrigation_placeholder.jpg
MPL-00032,Construction of community sanitation block in Sundarpur,Construction of community sanitation block in Sundarpur,Maharashtra,Nagpur,21.06253,79.183176,Sanitation,742212.26,676183.7,2021-07-21,2021-10-08,Rajdhani Construction Co.,85.4,/static/demo_images/sanitation_placeholder.jpg
MPL-00059,Construction of dispensary building in Tagorepur,Construction of dispensary building in Tagorepur,Bihar,Patna,25.737082,85.144991,Healthcare Facility,2207496.76,1920754.46,2021-01-04,2021-09-09,Ganga Infra Ltd.,85.2,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00847,Borewell and handpump installation for Subhaspur,Borewell and handpump installation for Subhaspur,Karnataka,Hubli,15.470212,75.037561,Drinking Water,1101504.2,1057793.85,2020-05-24,2020-10-17,Shree Balaji Infra Pvt Ltd,90.3,/static/demo_images/drinking_water_placeholder.jpg
MPL-00558,Upgradation of health centre facilities in Vijaynagar,Upgradation of health centre facilities in Vijaynagar,Bihar,Muzaffarpur,26.096098,85.516872,Healthcare Facility,1907572.86,1704559.88,2024-08-23,2025-04-05,Rajdhani Construction Co.,97.5,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00045,Borewell and handpump installation for Fatehpur,Borewell and handpump installation for Fatehpur,Kerala,Kozhikode,11.251894,75.913222,Drinking Water,718890.12,667128.11,2021-06-22,2021-11-15,Modern Infra Ltd.,88.3,/static/demo_images/drinking_water_placeholder.jpg
MPL-00905,Check dam construction for irrigation in Gandhinagar,Check dam construction for irrigation in Gandhinagar,Kerala,Thiruvananthapuram,8.633394,76.823033,Irrigation,2250773.22,2143105.62,2024-10-15,2025-04-23,Rapid Nation Builders,87.2,/static/demo_images/irrigation_placeholder.jpg
MPL-00491,Renovation of panchayat library building in Saraswatipur,Renovation of panchayat library building in Saraswatipur,Uttar Pradesh,Lucknow,26.767725,80.946719,Library,909754.03,872666.32,2024-06-02,2024-08-20,Skyline Engineering Works,86.7,/static/demo_images/library_placeholder.jpg
MPL-00661,Construction of Primary Health Sub-Centre in Anandpur,Construction of Primary Health Sub-Centre in Anandpur,Karnataka,Bengaluru,12.837163,77.516487,Healthcare Facility,2992511.55,6249835.7,2020-04-16,2020-10-30,Vishwakarma Infra Ltd.,85.9,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00892,Construction of school boundary wall in Anandpur,Construction of school boundary wall in Anandpur,Maharashtra,Pune,18.402779,73.788877,School Infrastructure,2208405.07,2117823.55,2024-01-15,2024-07-19,Rapid Nation Builders,99.8,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00280,Upgradation of health centre facilities in Rampur,Upgradation of health centre facilities in Rampur,Uttar Pradesh,Varanasi,25.245938,82.855318,Healthcare Facility,2354520.5,2419472.9,2020-10-21,2021-05-23,National Builders,93.2,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00742,Setting up of reading room and library in Fatehpur,Setting up of reading room and library in Fatehpur,Bihar,Muzaffarpur,26.012321,85.237332,Library,1138815.63,1150498.0,2019-05-21,2019-08-26,Rapid Nation Builders,89.6,/static/demo_images/library_placeholder.jpg
MPL-00515,Overhead water tank construction in Devipur,Overhead water tank construction in Devipur,Kerala,Kollam,8.937836,76.46841,Drinking Water,986129.16,1016632.57,2020-11-30,2021-04-02,National Construction Co.,97.3,/static/demo_images/drinking_water_placeholder.jpg
MPL-00260,"Construction of additional classrooms at Government School, Krishnapur","Construction of additional classrooms at Government School, Krishnapur",West Bengal,Durgapur,23.411234,87.392944,School Infrastructure,1276151.1,1111695.49,2024-01-16,2024-05-03,Cityscape Engineering Works,89.7,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00378,Repair and widening of village road in Krishnapur,Repair and widening of village road in Krishnapur,Rajasthan,Udaipur,24.501931,73.586512,Road Construction,1403061.74,1300449.1,2023-06-30,2023-12-14,Highway Infra Ltd.,89.3,/static/demo_images/road_construction_placeholder.jpg
MPL-00676,Construction of school boundary wall in Krishnapur,Construction of school boundary wall in Krishnapur,Bihar,Muzaffarpur,26.15837,85.46983,School Infrastructure,2205627.76,5884836.49,2019-12-17,2020-04-30,Om Engineering Works,98.8,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00337,Installation of drinking water supply system in Indranagar,Installation of drinking water supply system in Indranagar,Rajasthan,Udaipur,24.442982,73.606098,Drinking Water,1016203.34,904401.14,2022-03-19,2022-07-17,Vishwakarma Construction Co.,87.2,/static/demo_images/drinking_water_placeholder.jpg
MPL-00318,Construction of link road connecting Fatehpur,Construction of link road connecting Fatehpur,Maharashtra,Pune,18.518631,73.991534,Road Construction,3034957.69,2625267.67,2020-02-19,2020-08-13,Vishwakarma Construction Co.,94.7,/static/demo_images/road_construction_placeholder.jpg
MPL-00684,Borewell and handpump installation for Krishnapur,Borewell and handpump installation for Krishnapur,Karnataka,Mangaluru,12.773105,74.740557,Drinking Water,712460.97,1382830.5,2023-01-14,2023-05-17,Om Builders,99.6,/static/demo_images/drinking_water_placeholder.jpg
MPL-00200,Renovation of panchayat library building in Devipur,Renovation of panchayat library building in Devipur,Rajasthan,Ajmer,26.367657,74.695112,Library,1303080.39,1277992.37,2019-05-10,2019-09-20,National Engineering Works,91.1,/static/demo_images/library_placeholder.jpg
MPL-00539,Construction of irrigation canal near Ganeshpur,Construction of irrigation canal near Ganeshpur,Maharashtra,Aurangabad,19.882406,75.381483,Irrigation,1697021.94,1771546.52,2022-11-21,2023-05-24,Reliable Builders,91.7,/static/demo_images/irrigation_placeholder.jpg
MPL-00370,Construction of open gymnasium in Indranagar,Construction of open gymnasium in Indranagar,Tamil Nadu,Madurai,9.901139,78.014668,Sports Infrastructure,765928.43,723935.51,2019-06-09,2019-10-09,Progressive Construction Co.,92.5,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00588,Construction of public toilet complex in Devipur,Construction of public toilet complex in Devipur,West Bengal,Kolkata,22.467589,88.222211,Sanitation,977931.33,891979.1,2024-06-11,2024-10-01,Progressive Engineering Works,99.9,/static/demo_images/sanitation_placeholder.jpg
MPL-00201,Construction of village playground in Saraswatipur,Construction of village playground in Saraswatipur,Karnataka,Belagavi,15.890724,74.558554,Sports Infrastructure,750954.73,765272.4,2020-01-26,2020-05-24,Highway Engineering Works,98.8,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00691,Construction of Community Centre in Krishnapur,Construction of Community Centre in Krishnapur,Maharashtra,Pune,18.503752,73.812172,Community Hall,1775943.34,556587.9,2024-03-30,2024-09-05,Reliable Engineering Works,91.1,/static/demo_images/community_hall_placeholder.jpg
MPL-00688,Building of village community hall at Indranagar,Building of village community hall at Indranagar,West Bengal,Durgapur,23.63615,87.224671,Community Hall,1022111.55,387394.91,2019-09-23,2020-02-28,Sundar Builders,92.6,/static/demo_images/community_hall_placeholder.jpg
MPL-00384,Installation of high-mast lighting in Mahadevpur,Installation of high-mast lighting in Mahadevpur,West Bengal,Kolkata,22.560816,88.389948,Electrification,376410.42,328701.78,2019-10-04,2019-12-23,Apex Construction Co.,94.5,/static/demo_images/electrification_placeholder.jpg
MPL-00825,Installation of solar street lights in Mahadevpur,Installation of solar street lights in Mahadevpur,Karnataka,Hubli,15.316406,75.082095,Electrification,873571.53,817820.45,2023-05-07,2023-08-23,Shree Balaji Infra Pvt Ltd,88.6,/static/demo_images/electrification_placeholder.jpg
MPL-00196,Building of village community hall at Ganeshpur,Building of village community hall at Ganeshpur,Karnataka,Hubli,15.378664,75.029214,Community Hall,2234046.79,2341425.6,2019-08-29,2020-01-12,Highway Engineering Works,85.5,/static/demo_images/community_hall_placeholder.jpg
MPL-00589,Installation of drinking water supply system in Bhagwanpur,Installation of drinking water supply system in Bhagwanpur,Rajasthan,Udaipur,24.517214,73.571243,Drinking Water,1111735.87,1006737.31,2019-06-22,2019-09-25,Modern Infra Ltd.,96.7,/static/demo_images/drinking_water_placeholder.jpg
MPL-00219,Rural electrification work in Ramganj,Rural electrification work in Ramganj,Maharashtra,Aurangabad,19.8628,75.25536,Electrification,649755.6,614170.11,2022-07-30,2022-10-08,National Construction Co.,89.5,/static/demo_images/electrification_placeholder.jpg
MPL-00733,Renovation of panchayat library building in Shivnagar,Renovation of panchayat library building in Shivnagar,Uttar Pradesh,Kanpur,26.38374,80.391679,Library,1273546.58,1176357.12,2024-04-30,2024-05-15,Highway Builders,91.2,/static/demo_images/library_placeholder.jpg
MPL-00355,Construction of link road connecting Ramganj,Construction of link road connecting Ramganj,West Bengal,Kolkata,22.443543,88.27195,Road Construction,2388894.71,2187437.35,2020-09-16,2021-03-18,Shree Balaji Infra Pvt Ltd,93.5,/static/demo_images/road_construction_placeholder.jpg
MPL-00478,Construction of village public library in Ganeshpur,Construction of village public library in Ganeshpur,Rajasthan,Ajmer,26.543755,74.765807,Library,961448.31,904835.19,2024-03-21,2024-07-20,Modern Construction Co.,88.5,/static/demo_images/library_placeholder.jpg
MPL-00375,Renovation of panchayat library building in Narayanpur,Renovation of panchayat library building in Narayanpur,Karnataka,Mangaluru,12.883336,74.767108,Library,1036894.45,996987.01,2024-06-04,2024-10-01,Vishwakarma Construction Co.,99.8,/static/demo_images/library_placeholder.jpg
MPL-00860,"Construction of additional classrooms at Government School, Vijaynagar","Construction of additional classrooms at Government School, Vijaynagar",Maharashtra,Aurangabad,19.995772,75.202149,School Infrastructure,1329417.04,1152190.53,2020-06-02,2020-11-20,Rapid Nation Builders,89.0,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00643,Construction of village playground in Nehrunagar,Construction of village playground in Nehrunagar,West Bengal,Durgapur,23.580489,87.295757,Sports Infrastructure,885646.93,849233.61,2022-11-15,2023-03-31,Apex Engineering Works,96.6,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00357,Check dam construction for irrigation in Mahadevpur,Check dam construction for irrigation in Mahadevpur,Karnataka,Mysuru,12.253422,76.581042,Irrigation,2188176.47,1936873.23,2020-07-27,2020-12-28,Progressive Construction Co.,87.9,/static/demo_images/irrigation_placeholder.jpg
MPL-00829,Construction of village public library in Saraswatipur,Construction of village public library in Saraswatipur,Karnataka,Hubli,15.323742,75.059988,Library,908129.91,884461.05,2024-09-30,2025-01-10,Shree Balaji Infra Pvt Ltd,97.7,/static/demo_images/library_placeholder.jpg
MPL-00572,Construction of irrigation canal near Saraswatipur,Construction of irrigation canal near Saraswatipur,West Bengal,Howrah,22.634311,88.153983,Irrigation,1329246.44,1143910.25,2019-10-07,2020-04-21,Modern Engineering Works,95.2,/static/demo_images/irrigation_placeholder.jpg
MPL-00124,Construction of Community Centre in Nehrunagar,Construction of Community Centre in Nehrunagar,Kerala,Kollam,8.789476,76.518354,Community Hall,1939268.46,1890686.09,2020-11-09,2021-04-27,Cityscape Construction Co.,85.7,/static/demo_images/community_hall_placeholder.jpg
MPL-00257,Installation of high-mast lighting in Rampur,Installation of high-mast lighting in Rampur,Uttar Pradesh,Lucknow,26.809582,81.017625,Electrification,544506.38,485176.35,2019-09-03,2019-12-16,Bharat Infra Ltd.,95.7,/static/demo_images/electrification_placeholder.jpg
MPL-00793,Construction of Primary Health Sub-Centre in Lakshmipur,Construction of Primary Health Sub-Centre in Lakshmipur,Tamil Nadu,Trichy,10.931981,78.715917,Healthcare Facility,3946905.97,3969155.46,2023-04-14,2023-12-13,Vishwakarma Construction Co.,98.1,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00453,Check dam construction for irrigation in Lakshmipur,Check dam construction for irrigation in Lakshmipur,West Bengal,Asansol,23.612226,87.07811,Irrigation,2450910.62,2526239.67,2020-01-06,2020-06-11,Highway Construction Co.,86.7,/static/demo_images/irrigation_placeholder.jpg
MPL-00605,Borewell and handpump installation for Ramganj,Borewell and handpump installation for Ramganj,Maharashtra,Aurangabad,19.796846,75.328593,Drinking Water,678654.37,655974.16,2024-04-04,2024-07-28,Bharat Builders,98.1,/static/demo_images/drinking_water_placeholder.jpg
MPL-00448,Repair and widening of village road in Gandhinagar,Repair and widening of village road in Gandhinagar,Karnataka,Hubli,15.254926,75.227841,Road Construction,2351279.7,2304051.22,2021-01-23,2021-07-25,Apex Builders,92.4,/static/demo_images/road_construction_placeholder.jpg
MPL-00622,Construction of public toilet complex in Gopalpur,Construction of public toilet complex in Gopalpur,Bihar,Bhagalpur,25.231897,87.050293,Sanitation,988977.33,910938.64,2019-12-01,2020-03-18,Highway Construction Co.,85.2,/static/demo_images/sanitation_placeholder.jpg
MPL-00285,Construction of public toilet complex in Vijaynagar,Construction of public toilet complex in Vijaynagar,Karnataka,Mangaluru,12.897833,74.784989,Sanitation,745540.57,667444.04,2020-02-01,2020-05-10,National Infra Ltd.,95.0,/static/demo_images/sanitation_placeholder.jpg
MPL-00738,Construction of community sanitation block in Narayanpur,Construction of community sanitation block in Narayanpur,Karnataka,Bengaluru,13.041239,77.64798,Sanitation,956436.17,927873.05,2022-11-06,2023-01-15,Progressive Engineering Works,98.7,/static/demo_images/sanitation_placeholder.jpg
MPL-00220,Overhead water tank construction in Chandpur,Overhead water tank construction in Chandpur,Maharashtra,Nashik,19.880309,73.879815,Drinking Water,1223937.96,1221609.9,2024-10-14,2025-02-21,Sundar Infra Ltd.,93.3,/static/demo_images/drinking_water_placeholder.jpg
MPL-00081,Installation of irrigation pump sets in Lakshmipur,Installation of irrigation pump sets in Lakshmipur,Maharashtra,Nagpur,21.08564,78.946884,Irrigation,1756311.87,1512577.66,2021-09-27,2022-03-25,Highway Engineering Works,91.2,/static/demo_images/irrigation_placeholder.jpg
MPL-00544,Installation of high-mast lighting in Mahadevpur,Installation of high-mast lighting in Mahadevpur,Maharashtra,Aurangabad,20.01884,75.353393,Electrification,432894.01,370117.9,2024-08-07,2024-11-20,Bharat Infra Ltd.,99.2,/static/demo_images/electrification_placeholder.jpg
MPL-00325,Building of village community hall at Balrampur,Building of village community hall at Balrampur,Karnataka,Belagavi,15.71607,74.54072,Community Hall,1135391.06,1157836.74,2019-11-03,2020-06-02,Modern Infra Ltd.,89.8,/static/demo_images/community_hall_placeholder.jpg
MPL-00638,Construction of Community Centre in Ashoknagar,Construction of Community Centre in Ashoknagar,Maharashtra,Nagpur,21.096182,78.979532,Community Hall,2172892.64,2037785.85,2023-08-30,2024-03-30,Shree Construction Co.,88.7,/static/demo_images/community_hall_placeholder.jpg
MPL-00683,Construction of irrigation canal near Devipur,Construction of irrigation canal near Devipur,Uttar Pradesh,Varanasi,25.35923,83.031866,Irrigation,2026419.84,5649361.95,2022-09-19,2023-02-15,Apex Construction Co.,88.1,/static/demo_images/irrigation_placeholder.jpg
MPL-00364,Development of sports ground with boundary wall in Narayanpur,Development of sports ground with boundary wall in Narayanpur,Uttar Pradesh,Meerut,29.126302,77.62327,Sports Infrastructure,1106426.42,1121304.93,2022-11-14,2023-03-15,Modern Infra Ltd.,96.9,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00692,Borewell and handpump installation for Lakshmipur,Borewell and handpump installation for Lakshmipur,Karnataka,Belagavi,15.769837,74.541306,Drinking Water,767274.35,1482151.49,2024-08-17,2024-12-01,Highway Builders,93.2,/static/demo_images/drinking_water_placeholder.jpg
MPL-00395,Check dam construction for irrigation in Tagorepur,Check dam construction for irrigation in Tagorepur,Maharashtra,Nagpur,21.073731,79.046292,Irrigation,2199233.83,2225631.62,2022-12-09,2023-06-09,Prime Builders,93.7,/static/demo_images/irrigation_placeholder.jpg
MPL-00886,Renovation of panchayat library building in Saraswatipur,Renovation of panchayat library building in Saraswatipur,Bihar,Bhagalpur,25.184097,87.1062,Library,754757.54,689110.62,2019-10-12,2020-02-20,Rapid Nation Builders,87.5,/static/demo_images/library_placeholder.jpg
MPL-00403,Upgradation of health centre facilities in Vijaynagar,Upgradation of health centre facilities in Vijaynagar,Bihar,Darbhanga,26.1661,85.983212,Healthcare Facility,2604650.76,2404500.71,2019-01-01,2019-08-27,Highway Infra Ltd.,97.2,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00574,Check dam construction for irrigation in Indranagar,Check dam construction for irrigation in Indranagar,Bihar,Gaya,24.808231,85.093044,Irrigation,2167005.08,1849612.68,2019-05-10,2019-10-26,Reliable Engineering Works,98.2,/static/demo_images/irrigation_placeholder.jpg
MPL-00247,Drainage system construction in Gopalpur,Drainage system construction in Gopalpur,Bihar,Bhagalpur,25.213183,87.026361,Sanitation,796358.75,701222.62,2021-04-12,2021-07-26,Bharat Engineering Works,93.0,/static/demo_images/sanitation_placeholder.jpg
MPL-00874,Repair and widening of village road in Sundarpur,Repair and widening of village road in Sundarpur,Uttar Pradesh,Varanasi,25.190113,82.922699,Road Construction,2668051.39,2701394.31,2022-01-10,2022-08-03,Rapid Nation Builders,95.5,/static/demo_images/road_construction_placeholder.jpg
MPL-00513,Construction of village playground in Mahadevpur,Construction of village playground in Mahadevpur,Bihar,Gaya,24.656613,84.867016,Sports Infrastructure,1526556.39,1310644.69,2024-11-12,2025-04-17,Cityscape Infra Ltd.,99.1,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00848,Installation of irrigation pump sets in Gopalpur,Installation of irrigation pump sets in Gopalpur,Karnataka,Hubli,15.42585,75.196346,Irrigation,1154449.76,1067783.79,2021-07-06,2022-03-01,Shree Balaji Infra Pvt Ltd,92.6,/static/demo_images/irrigation_placeholder.jpg
MPL-00335,Construction of school boundary wall in Nehrunagar,Construction of school boundary wall in Nehrunagar,Tamil Nadu,Madurai,9.862374,78.073388,School Infrastructure,2290272.68,2396236.95,2024-08-25,2024-12-19,Progressive Builders,95.4,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00699,Construction of concrete road from Lakshmipur to main highway,Construction of concrete road from Lakshmipur to main highway,West Bengal,Siliguri,26.779566,88.298591,Road Construction,3138244.62,3046208.64,2023-04-30,2023-05-07,Ganga Construction Co.,88.1,/static/demo_images/road_construction_placeholder.jpg
MPL-00747,Installation of drinking water supply system in Vijaynagar,Installation of drinking water supply system in Vijaynagar,Tamil Nadu,Madurai,10.032042,78.000384,Drinking Water,1108399.4,1132436.32,2020-11-20,2021-02-11,Om Engineering Works,86.4,/static/demo_images/drinking_water_placeholder.jpg
MPL-00451,Renovation of panchayat library building in Tagorepur,Renovation of panchayat library building in Tagorepur,Rajasthan,Jaipur,26.940542,75.794869,Library,1328204.67,1338012.1,2019-06-23,2019-09-23,Rajdhani Engineering Works,92.8,/static/demo_images/library_placeholder.jpg
MPL-00524,Construction of irrigation canal near Indranagar,Construction of irrigation canal near Indranagar,Uttar Pradesh,Kanpur,26.321158,80.25249,Irrigation,1985159.7,1917569.69,2023-09-13,2024-03-22,Prime Builders,96.2,/static/demo_images/irrigation_placeholder.jpg
MPL-00141,Installation of drinking water supply system in Ganeshpur,Installation of drinking water supply system in Ganeshpur,Rajasthan,Kota,25.134599,75.908349,Drinking Water,769720.47,800427.25,2024-01-17,2024-05-26,Skyline Engineering Works,90.6,/static/demo_images/drinking_water_placeholder.jpg
MPL-00054,Drainage system construction in Tagorepur,Drainage system construction in Tagorepur,Rajasthan,Ajmer,26.380419,74.745414,Sanitation,1001511.71,868643.73,2024-01-21,2024-05-09,Rajdhani Engineering Works,96.3,/static/demo_images/sanitation_placeholder.jpg
MPL-00649,Construction of public toilet complex in Krishnapur,Construction of public toilet complex in Krishnapur,Rajasthan,Udaipur,24.454058,73.829053,Sanitation,753377.15,707596.54,2024-10-26,2025-01-21,Apex Infra Ltd.,98.1,/static/demo_images/sanitation_placeholder.jpg
MPL-00853,Construction of Primary Health Sub-Centre in Balrampur,Construction of Primary Health Sub-Centre in Balrampur,Karnataka,Hubli,15.49931,75.035129,Healthcare Facility,1733163.52,1624813.43,2019-04-24,2019-11-16,Shree Balaji Infra Pvt Ltd,94.3,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00001,Borewell and handpump installation for Tagorepur,Borewell and handpump installation for Tagorepur,Maharashtra,Nashik,19.920968,73.681661,Drinking Water,561996.14,560947.2,2019-05-11,2019-08-15,Shree Engineering Works,86.4,/static/demo_images/drinking_water_placeholder.jpg
MPL-00487,Overhead water tank construction in Gandhinagar,Overhead water tank construction in Gandhinagar,Uttar Pradesh,Agra,27.272926,77.965873,Drinking Water,1168998.27,1196044.13,2023-06-03,2023-10-03,Metro Construction Co.,95.7,/static/demo_images/drinking_water_placeholder.jpg
MPL-00694,Upgradation of health centre facilities in Rampur,Upgradation of health centre facilities in Rampur,Bihar,Darbhanga,26.088754,85.84579,Healthcare Facility,3992105.84,1757715.3,2019-02-18,2019-12-14,Modern Construction Co.,94.8,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00147,Development of sports ground with boundary wall in Gopalpur,Development of sports ground with boundary wall in Gopalpur,Bihar,Patna,25.691102,85.009725,Sports Infrastructure,1729617.7,1692375.08,2022-11-12,2023-02-22,Bharat Construction Co.,98.2,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00151,Construction of Primary Health Sub-Centre in Ashoknagar,Construction of Primary Health Sub-Centre in Ashoknagar,Kerala,Thiruvananthapuram,8.604188,76.911576,Healthcare Facility,3097477.98,2941388.67,2022-05-22,2022-12-27,Modern Builders,88.7,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00094,Development of sports ground with boundary wall in Ashoknagar,Development of sports ground with boundary wall in Ashoknagar,Karnataka,Mangaluru,12.782265,74.788764,Sports Infrastructure,1725027.56,1793687.38,2024-02-06,2024-06-19,National Engineering Works,94.9,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00645,Upgradation of health centre facilities in Indranagar,Upgradation of health centre facilities in Indranagar,Kerala,Kochi,10.008314,76.165308,Healthcare Facility,1569728.06,1584357.52,2022-05-29,2023-01-01,Reliable Infra Ltd.,99.8,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00809,"Construction of additional classrooms at Government School, Vijaynagar","Construction of additional classrooms at Government School, Vijaynagar",Karnataka,Hubli,15.275684,75.229179,School Infrastructure,1732317.2,1636667.77,2022-12-01,2023-05-07,Shree Balaji Infra Pvt Ltd,90.4,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00003,Construction of Community Centre in Gandhinagar,Construction of Community Centre in Gandhinagar,Uttar Pradesh,Lucknow,26.798775,80.842844,Community Hall,2335819.61,2142691.5,2022-11-09,2023-05-18,Vishwakarma Builders,97.1,/static/demo_images/community_hall_placeholder.jpg
MPL-00173,Borewell and handpump installation for Tagorepur,Borewell and handpump installation for Tagorepur,Tamil Nadu,Coimbatore,11.10403,76.976134,Drinking Water,1085826.2,961063.67,2023-10-18,2024-03-09,Highway Builders,89.9,/static/demo_images/drinking_water_placeholder.jpg
MPL-00763,Installation of solar street lights in Tagorepur,Installation of solar street lights in Tagorepur,Tamil Nadu,Coimbatore,11.1572,76.965305,Electrification,716770.19,731052.56,2019-02-08,2019-05-02,Highway Builders,95.7,/static/demo_images/electrification_placeholder.jpg
MPL-00941,Construction of dispensary building in Chandpur,Construction of dispensary building in Chandpur,Bihar,Darbhanga,26.12258,85.926464,Healthcare Facility,2404237.17,2360590.62,2019-02-20,2019-10-31,SuperFast Construction Co.,86.9,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00284,Construction of concrete road from Saraswatipur to main highway,Construction of concrete road from Saraswatipur to main highway,West Bengal,Asansol,23.616406,86.92164,Road Construction,2396012.99,2353383.15,2020-01-09,2020-07-11,Progressive Builders,90.8,/static/demo_images/road_construction_placeholder.jpg
MPL-00701,"Construction of additional classrooms at Government School, Ganeshpur","Construction of additional classrooms at Government School, Ganeshpur",Karnataka,Belagavi,15.792627,74.593069,School Infrastructure,2276626.76,2007429.87,2021-04-11,2021-04-22,Highway Construction Co.,95.8,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00648,Construction of Community Centre in Gandhinagar,Construction of Community Centre in Gandhinagar,Kerala,Thiruvananthapuram,8.53,76.86089,Community Hall,1391770.44,1345109.68,2023-01-19,2023-06-24,Cityscape Infra Ltd.,86.5,/static/demo_images/community_hall_placeholder.jpg
MPL-00590,Construction of link road connecting Chandpur,Construction of link road connecting Chandpur,Uttar Pradesh,Agra,27.116094,77.877175,Road Construction,3421194.65,3521622.62,2020-01-05,2020-07-18,Apex Infra Ltd.,99.1,/static/demo_images/road_construction_placeholder.jpg
MPL-00677,Construction of Community Centre in Sundarpur,Construction of Community Centre in Sundarpur,Uttar Pradesh,Meerut,28.850937,77.739622,Community Hall,1547758.48,459099.83,2023-04-12,2023-10-17,Apex Engineering Works,86.4,/static/demo_images/community_hall_placeholder.jpg
MPL-00393,Construction of public toilet complex in Anandpur,Construction of public toilet complex in Anandpur,Kerala,Kochi,9.824953,76.405044,Sanitation,524683.64,530525.3,2024-10-18,2025-02-02,Progressive Construction Co.,95.8,/static/demo_images/sanitation_placeholder.jpg
